Identifier	Entry	Omeka	Entry_Clean_Recon	Wikidata	TextInBrackets	RelatedLocations	spatial coverage	NumberOfEntries	EntriesIdentifier	StartYear	endYear	OmekaID	SeeAlso	File	Comment	Column 1	Location_in_index
QGJ.v1.Per.02241	Albert, Herzog von Sachsen-Alteburg	https://undusting.org/jewish_sources/s/jewish_sources/item/11673	Albert, Herzog von Sachsen-Alteburg			Altenburg|Thüringen	16354|17701	1	QGJ.v1.A0236.I0806.E05506	1882	1883	8958		persons		Albert, Herzog von Sachsen-Alteburg 5429	
QGJ.v1.Per.02242	Albrecht, Bischof von Halberstadt	https://undusting.org/jewish_sources/s/jewish_sources/item/11674	Albrecht, Bischof von Halberstadt			Halberstadt|Sachsen-Anhalt	16871|17512	1	QGJ.v1.A0131.I0383.E02366			5818		persons		Albrecht, Bischof von Halberstadt 2299	
QGJ.v1.Per.02243	Albrecht, Herzog von Brandenburg	https://undusting.org/jewish_sources/s/jewish_sources/item/11675	Albrecht, Herzog von Brandenburg			Amsterdam|Boizenburg (Elbe)|Mecklenburg|Mecklenburg-Schwerin, Herzogtum|Mecklenburg-Vorpommern|Rostock|Röbel|Schwaan|Schwerin|Sternberg	16367|16497|17189|17190|17192|17491|17476|17577|17599|17651	1	QGJ.v1.A0043.I0164.E01128	1267	1770	4580		persons		Albrecht, Herzog von Brandenburg 1086	
QGJ.v1.Per.02244	Albrecht, Herzog zu Sachsen	https://undusting.org/jewish_sources/s/jewish_sources/item/11676	Albrecht, Herzog zu Sachsen			Ebeleben|Hohenstein, Grafschaft|Lohra|Nordhausen|Sachsen|Thüringen|Weimar	16634|16948|17145|17313|17509|17701|17783	1	QGJ.v1.A0269.I0918.E07834	1482	1482	11286		persons		Albrecht, Herzog zu Sachsen 7740	
QGJ.v1.Per.02245	Albrecht, Markgraf zu Brandenburg	https://undusting.org/jewish_sources/s/jewish_sources/item/11677	Albrecht, Markgraf zu Brandenburg			Brandenburg, Markgrafschaft|Mühlhausen|Thüringen	16514|17230|17701	1	QGJ.v1.A0269.I0916.E07692			11144		persons		Albrecht, Markgraf zu Brandenburg 7599	
QGJ.v1.Per.02246	Albrecht II., deutscher König	https://undusting.org/jewish_sources/s/jewish_sources/item/11678	Albrecht II., deutscher König			Eger|Erfurt|Thüringen	16645|16675|17701	1	QGJ.v1.A0252.I0884.E07355			10807		persons		Albrecht II., deutscher König 7262	
QGJ.v1.Per.02247	Alexander (Breslau)	https://undusting.org/jewish_sources/s/jewish_sources/item/11679	Alexander		Breslau	Breslau|Leipzig|Sachsen	16521|17112|17509	1	QGJ.v1.A0196.I0635.E04030	1845	1845	7482		persons		Alexander (Breslau) 3953	Breslau
QGJ.v1.Per.02248	Alexander (Zerbst)	https://undusting.org/jewish_sources/s/jewish_sources/item/11680	Alexander		Zerbst	Naumburg|Sachsen-Anhalt|Zerbst	17245|17512|17856	1	QGJ.v1.A0141.I0420.E02578			6030		persons		Alexander (Zerbst) 2511	Zerbst
QGJ.v1.Per.02249	Alexander, Hirsch	https://undusting.org/jewish_sources/s/jewish_sources/item/11681	Alexander, Hirsch			Benshausen|Neuhaus|Schwarza|Suhl|Thüringen|Walldorf/Werra	16446|17265|17583|17676|17701|17759	11	QGJ.v1.A0239.I0831.E05790|QGJ.v1.A0239.I0831.E05796|QGJ.v1.A0239.I0831.E05800|QGJ.v1.A0239.I0831.E05871|QGJ.v1.A0239.I0831.E05919|QGJ.v1.A0239.I0831.E06008|QGJ.v1.A0239.I0831.E06086|QGJ.v1.A0239.I0831.E06221|QGJ.v1.A0239.I0831.E06263|QGJ.v1.A0239.I0831.E06271|QGJ.v1.A0239.I0831.E06391	1802	1826	9242|9248|9252|9323|9371|9460|9538|9673|9715|9723|9843		persons		Alexander, Hirsch 5709,5715, 5719, 5790, 5838, 5927, 6005, 6140, 6182,6190,6310	
QGJ.v1.Per.02250	Alexander, Isaac	https://undusting.org/jewish_sources/s/jewish_sources/item/11682	Alexander, Isaac			Groningen|Sachsen-Anhalt	16833|17512	1	QGJ.v1.A0144.I0428.E02639	1791	1791	6091		persons		Alexander, Isaac 2572	
QGJ.v1.Per.02251	Alexander, Isaak	https://undusting.org/jewish_sources/s/jewish_sources/item/11683	Alexander, Isaak			Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0196.I0643.E04315	1818	1818	7767		persons		Alexander, Isaak 4238	
QGJ.v1.Per.02252	Alt, Ester	https://undusting.org/jewish_sources/s/jewish_sources/item/11684	Alt, Ester			Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E05936			9388		persons		Alt, Ester 5855	
QGJ.v1.Per.02253	Alt, Johann Friedrich	https://undusting.org/jewish_sources/s/jewish_sources/item/11685	Alt, Johann Friedrich			Georgenthal|Marisfeld|Neuhaus|Schwarza|Thüringen	16768|17177|17265|17583|17701	9	QGJ.v1.A0239.I0831.E05790|QGJ.v1.A0239.I0831.E05797|QGJ.v1.A0239.I0831.E05827|QGJ.v1.A0239.I0831.E05828|QGJ.v1.A0239.I0831.E05937|QGJ.v1.A0239.I0831.E05938|QGJ.v1.A0239.I0831.E05939|QGJ.v1.A0239.I0831.E05953|QGJ.v1.A0239.I0831.E06238	1790	1802	9242|9249|9279|9280|9389|9390|9391|9405|9690		persons		Alt, Johann Friedrich 5709, 5716, 5746,5747,5856-5858,5872,6157	
QGJ.v1.Per.02254	Altdorf er, (Albert)	https://undusting.org/jewish_sources/s/jewish_sources/item/11686	Altdorf er,		Albert	Stiftungen		1	QGJ.v1.A0109.I0337.E02175	1932	1932	5627		persons		Altdorf er, (Albert) 2122	
QGJ.v1.Per.02255	Altenberg, Dietrich von	https://undusting.org/jewish_sources/s/jewish_sources/item/11687	Altenberg, Dietrich von			Gotha|Mühlhausen|Thüringen	16808|17230|17701	1	QGJ.v1.A0269.I0916.E07625			11077		persons		Altenberg, Dietrich von 7532	
QGJ.v1.Per.02256	Altschuh, Aaron	https://undusting.org/jewish_sources/s/jewish_sources/item/11688	Altschuh, Aaron			Böhmisch-Laipa (Ceska Lipa)|Sachsen|Zittau	16494|17509|17863	1	QGJ.v1.A0176.I0542.E03082			6534		persons		Altschuh, Aaron 3005	
QGJ.v1.Per.02257	Altschulen, Aaron	https://undusting.org/jewish_sources/s/jewish_sources/item/11689	Altschulen, Aaron			Freiberg (Sachsen)|Sachsen|Soberten	16725|17509|17618	1	QGJ.v1.A0188.I0615.E03882			7334		persons		Altschulen, Aaron 3805	
QGJ.v1.Per.02258	Aly (Brandenburg)	https://undusting.org/jewish_sources/s/jewish_sources/item/11690	Götz Aly	Q65730	Brandenburg	Brandenburg (Land)|Brandenburg a.d. Havel	16512|16513	1	QGJ.v1.A0089.I0267.E01722	1743	1745	5174		persons		Aly (Brandenburg) 1674	
QGJ.v1.Per.02259	Amschel (Schleusingen)	https://undusting.org/jewish_sources/s/jewish_sources/item/11691	Amschel		Schleusingen	Braunschweig|Henneberg|Henneberg, Grafschaft|Hutsberg|Maßfeld|Meiningen|Nürnberg|Schleusingen|Thüringen	16517|16914|16915|16962|17186|17195|17317|17554|17701	2	QGJ.v1.A0239.I0828.E05618|QGJ.v1.A0239.I0828.E05621	1461	1634	9070|9073		persons		Amschel (Schleusingen) 5537, 5540	Schleusingen
QGJ.v1.Per.02260	Amsel, Gump	https://undusting.org/jewish_sources/s/jewish_sources/item/11692	Amsel, Gump			Behningen|Berkach|Hildburghausen|Schwarza|Thüringen	16439|16454|16934|17583|17701	2	QGJ.v1.A0239.I0831.E06068|QGJ.v1.A0239.I0842.E06896	1812	1817	9520|10348		persons		Amsel, Gump 5987, 6815	
QGJ.v1.Per.02261	Amsler-Borodin, Käte	https://undusting.org/jewish_sources/s/jewish_sources/item/11693	Amsler-Borodin, Käte					1	QGJ.v1.A0103.I0316.E01963	1933	1941	5415		persons		Amsler-Borodin, Käte 1909	
QGJ.v1.Per.02262	Amthor, Johann Michael	https://undusting.org/jewish_sources/s/jewish_sources/item/11694	Amthor, Johann Michael			Eichenhausen|Schwarza|Thüringen	16650|17583|17701	3	QGJ.v1.A0239.I0831.E05866|QGJ.v1.A0239.I0831.E06079|QGJ.v1.A0239.I0831.E06302	1827	1827	9318|9531|9754		persons		Amthor, Johann Michael 5785,5998, 6221	
QGJ.v1.Per.02263	Anastasia, Gräfin	https://undusting.org/jewish_sources/s/jewish_sources/item/11695	Anastasia, Gräfin			Arnstadt|Frauenbreitungen|Henneberg|Henneberg, Grafschaft|Obervolkach|Schweinfurt|Thüringen|Weimar	16383|16722|16914|16915|17333|17594|17701|17783	1	QGJ.v1.A0239.I0828.E05614			9066		persons		Anastasia, Gräfin 5533	
QGJ.v1.Per.02264	Andreae (Hildburghausen)	https://undusting.org/jewish_sources/s/jewish_sources/item/11696	Andreae		Hildburghausen	Altenburg|Ballenstedt|Callenstadt|Hildburghausen|Mühlhausen|Sachsen-Hildburghausen|Thüringen	16354|16418|16553|16934|17230|17518|17701	1	QGJ.v1.A0236.I0799.E05451			8903		persons		Andreae (Hildburghausen) 5374	Hildburghausen
QGJ.v1.Per.02265	Angermann, Peter Paul	https://undusting.org/jewish_sources/s/jewish_sources/item/11697	Angermann, Peter Paul			Heldburg|Sachsen-Meiningen|Thüringen	16906|17519|17701	1	QGJ.v1.A0239.I0837.E06629			10081		persons		Angermann, Peter Paul 6548	
QGJ.v1.Per.02266	Annacker, Johann Nicolaus	https://undusting.org/jewish_sources/s/jewish_sources/item/11698	Annacker, Johann Nicolaus			Elmenthal|Henneberg|Schmalkalden|Thüringen	16668|16914|17559|17701	1	QGJ.v1.A0279.I0950.E07980			11432		persons		Annacker, Johann Nicolaus 7886	
QGJ.v1.Per.02267	Anschütz, Johann Ernst	https://undusting.org/jewish_sources/s/jewish_sources/item/11699	Anschütz, Johann Ernst			Benshausen|Schwarza|Suhl|Thüringen	16446|17583|17676|17701	2	QGJ.v1.A0239.I0831.E06016|QGJ.v1.A0239.I0831.E06271	1803	1824	9468|9723		persons		Anschütz, Johann Ernst 5935, 6190	
QGJ.v1.Per.02268	Anschütz, Samuel	https://undusting.org/jewish_sources/s/jewish_sources/item/11700	Anschütz, Samuel			Schwarza|Thüringen|Zella-Mehlis	17583|17701|17854	1	QGJ.v1.A0239.I0831.E06020	1803	1803	9472		persons		Anschütz, Samuel 5939	
QGJ.v1.Per.02269	Anschütz, Veit	https://undusting.org/jewish_sources/s/jewish_sources/item/11701	Anschütz, Veit			Mehlis|Schwarza|Thüringen	17194|17583|17701	1	QGJ.v1.A0239.I0831.E06342	1836	1836	9794		persons		Anschütz, Veit 6261	
QGJ.v1.Per.02270	Anselm, Ruth	https://undusting.org/jewish_sources/s/jewish_sources/item/11702	Anselm, Ruth					1	QGJ.v1.A0103.I0316.E01963	1933	1941	5415		persons		Anselm, Ruth 1909	
QGJ.v1.Per.02271	Antig, Martin	https://undusting.org/jewish_sources/s/jewish_sources/item/11703	Antig, Martin			Schwarza|Thüringen|Utendorf	17583|17701|17743	1	QGJ.v1.A0239.I0831.E06165	1814	1814	9617		persons		Antig, Martin 6084	
QGJ.v1.Per.02272	Apert, Joseph Hartwig	https://undusting.org/jewish_sources/s/jewish_sources/item/11704	Apert, Joseph Hartwig			Mecklenburg-Vorpommern|Schwerin	17192|17599	1	QGJ.v1.A0031.I0110.E00731			4183		persons		Apert, Joseph Hartwig 689	
QGJ.v1.Per.02273	Appels, Hans	https://undusting.org/jewish_sources/s/jewish_sources/item/11705	Appels, Hans			Brandenburg (Land)|Kiel|Mahn- und Gedenkstätten|Sachsenhausen (KZ)	16512|17021|17525	1	QGJ.v1.A0094.I0286.E01767	1946	1946	5219		persons		Appels, Hans 1719	
QGJ.v1.Per.02274	Appolde, Heinrich von	https://undusting.org/jewish_sources/s/jewish_sources/item/11706	Appolde, Heinrich von			Hessen|Magdeburg|Nordhausen|Thüringen	16928|17164|17313|17701	1	QGJ.v1.A0269.I0918.E07824			11276		persons		Appolde, Heinrich von 7730	
QGJ.v1.Per.02275	Apter, Pesia	https://undusting.org/jewish_sources/s/jewish_sources/item/11707	Apter, Pesia			Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0196.I0643.E04245	1862	1862	7697		persons		Apter, Pesia 4168	
QGJ.v1.Per.02276	Arenstorff, Israel	https://undusting.org/jewish_sources/s/jewish_sources/item/11708	Arenstorff, Israel			Gnoien|Mecklenburg-Vorpommern|Rostock|Teterow	16794|17192|17491|17693	1	QGJ.v1.A0030.I0098.E00546	1813	1813	3998		persons		Arenstorff, Israel 504	
QGJ.v1.Per.02277	Aris, Helmut	https://undusting.org/jewish_sources/s/jewish_sources/item/11709	Aris, Helmut			BRD|Berlin|DDR|Dresden|Jerusalem|Mecklenburg-Vorpommern|Rostock|Schwerin|UdSSR	16518|16455|16598|16630|16986|17192|17491|17599|17725	3	QGJ.v1.A0003.I0033.E00046|QGJ.v1.A0005.I0044.E00169|QGJ.v1.A0040.I0151.E01046	1969	1980	3498|3621|4498		persons		Aris, Helmut 24,143,1004	
QGJ.v1.Per.02278	Arndt (Leipzig)	https://undusting.org/jewish_sources/s/jewish_sources/item/11710	Arndt		Leipzig	Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0196.I0643.E04174			7626		persons		Arndt (Leipzig) 4097	Leipzig
QGJ.v1.Per.02279	Arnhold	https://undusting.org/jewish_sources/s/jewish_sources/item/11711	Johann Samuel Arnhold	Q1696069		Sachsen	17509	2	QGJ.v1.A0109.I0337.E02179|QGJ.v1.A0219.I0701.E04682	1927	1932	5631|8134		persons		Arnhold 2126,4606	
QGJ.v1.Per.02280	Arnhold, Eduard	https://undusting.org/jewish_sources/s/jewish_sources/item/11712	Eduard Arnhold	Q105675				2	QGJ.v1.A0105.I0317.E01967|QGJ.v1.A0108.I0332.E02162			5419|5614		persons		Arnhold, Eduard 1913,2108	
QGJ.v1.Per.02281	Arnhold, Hans	https://undusting.org/jewish_sources/s/jewish_sources/item/11713	Arnhold, Hans					1	QGJ.v1.A0108.I0332.E02162			5614		persons		Arnhold, Hans 2108	
QGJ.v1.Per.02282	Arnim, Bettina von	https://undusting.org/jewish_sources/s/jewish_sources/item/11714	Arnim, Bettina von			Thüringen|Weimar	17701|17783	1	QGJ.v1.A0292.I0974.E08097			11549		persons		Arnim, Bettina von 8003	
QGJ.v1.Per.02283	Arnold (Schmalkalden)	https://undusting.org/jewish_sources/s/jewish_sources/item/11715	Arnold		Schmalkalden	Franken|Mosbach|Schmalkalden|Schwarza|Thüringen	16709|17225|17559|17583|17701	1	QGJ.v1.A0239.I0831.E05669			9121		persons		Arnold (Schmalkalden) 5588	Schmalkalden
QGJ.v1.Per.02284	Arnsdorf, Nanny geb. Fröhlich	https://undusting.org/jewish_sources/s/jewish_sources/item/11716	Arnsdorf, Nanny geb. Fröhlich			Grüna|Sachsen	16849|17509	1	QGJ.v1.A0199.I0654.E04444	1905	1905	7896		persons		Arnsdorf, Nanny geb. Fröhlich 4367	
QGJ.v1.Per.02285	Arnsdorf, Selmar	https://undusting.org/jewish_sources/s/jewish_sources/item/11717	Arnsdorf, Selmar			Grüna|Sachsen	16849|17509	1	QGJ.v1.A0199.I0654.E04444	1905	1905	7896		persons		Arnsdorf, Selmar 4367	
QGJ.v1.Per.02286	Arnsteiner, Isaak	https://undusting.org/jewish_sources/s/jewish_sources/item/11718	Arnsteiner, Isaak			Altenburg|Thüringen	16354|17701	1	QGJ.v1.A0236.I0813.E05525	1733	1752	8977		persons		Arnsteiner, Isaak 5448	
QGJ.v1.Per.02287	Aron, Friedmann	https://undusting.org/jewish_sources/s/jewish_sources/item/11719	Aron Friedmann	Q698139		Mecklenburg-Vorpommern|Stralsund|Zehdenick	17192|17661|17850	1	QGJ.v1.A0033.I0118.E00797	1813	1813	4249		persons		Aron, Friedmann 755	
QGJ.v1.Per.02288	Aron, Herz	https://undusting.org/jewish_sources/s/jewish_sources/item/11720	Aron, Herz			Eisenach|Halberstadt|Sachsen-Weimar-Eisenach|Thüringen	16654|16871|17521|17701	1	QGJ.v1.A0235.I0751.E04990	1683	1683	8442		persons		Aron, Herz 4913	
QGJ.v1.Per.02289	Aron, Hirsch	https://undusting.org/jewish_sources/s/jewish_sources/item/11721	Aron, Hirsch			Schwarza|Suhl|Thüringen	17583|17676|17701	1	QGJ.v1.A0239.I0831.E06011	1803	1803	9463		persons		Aron, Hirsch 5930	
QGJ.v1.Per.02290	Aron, Israel	https://undusting.org/jewish_sources/s/jewish_sources/item/11722	Aron, Israel			Lübz|Mecklenburg-Vorpommern|Rostock	17156|17192|17491	1	QGJ.v1.A0030.I0103.E00578			4030		persons		Aron, Israel 533	
QGJ.v1.Per.02291	Aron, Nathan	https://undusting.org/jewish_sources/s/jewish_sources/item/11723	Aron, Nathan			Hildburghausen|Thüringen|Warschau	16934|17701|17774	1	QGJ.v1.A0239.I0835.E06575			10027		persons		Aron, Nathan 6494	
QGJ.v1.Per.02292	Aron, Philipp	https://undusting.org/jewish_sources/s/jewish_sources/item/11724	Philipp Arons	Q19298524		Dresden|Sachsen|Stiftungen	16630|17509	1	QGJ.v1.A0185.I0588.E03308			6760		persons		Aron, Philipp 3231	
QGJ.v1.Per.02293	Aronheim, Jeanette	https://undusting.org/jewish_sources/s/jewish_sources/item/11725	Aronheim, Jeanette					1	QGJ.v1.A0105.I0317.E01967			5419		persons		Aronheim, Jeanette 1913	
QGJ.v1.Per.02294	Arons, Albert	https://undusting.org/jewish_sources/s/jewish_sources/item/11726	Arons, Albert					1	QGJ.v1.A0108.I0332.E02162			5614		persons		Arons, Albert 2108	
QGJ.v1.Per.02295	Arons, Leo	https://undusting.org/jewish_sources/s/jewish_sources/item/11727	Arons, Leo			Berlin|DDR	16455|16598	4	QGJ.v1.A0003.I0039.E00085|QGJ.v1.A0100.I0296.E01852|QGJ.v1.A0105.I0317.E01968|QGJ.v1.A0108.I0332.E02162	1933	1933	3537|5304|5420|5614		persons		Arons, Leo 63,1798,1914,2108	
QGJ.v1.Per.02296	Arons, Leo Martin	https://undusting.org/jewish_sources/s/jewish_sources/item/11728	Leo Arons	Q88641				2	QGJ.v1.A0105.I0317.E01968|QGJ.v1.A0105.I0322.E01976	1878	1922	5420|5428		persons		Arons, Leo Martin 1914, 1922	
QGJ.v1.Per.02297	Arons, Moritz	https://undusting.org/jewish_sources/s/jewish_sources/item/11729	Arons, Moritz			Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0196.I0648.E04407			7859		persons		Arons, Moritz 4330	
QGJ.v1.Per.02298	Arons, Paul	https://undusting.org/jewish_sources/s/jewish_sources/item/11730	Arons, Paul					1	QGJ.v1.A0108.I0332.E02162			5614		persons		Arons, Paul 2108	
QGJ.v1.Per.02299	Arons, Philipp	https://undusting.org/jewish_sources/s/jewish_sources/item/11731	Philipp Arons	Q19298524		Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03399			6851		persons		Arons, Philipp 3322	
QGJ.v1.Per.02300	Aronsohn, Eduard Hermann	https://undusting.org/jewish_sources/s/jewish_sources/item/11732	Aronsohn, Eduard Hermann					2	QGJ.v1.A0105.I0317.E01968|QGJ.v1.A0105.I0319.E01973			5420|5425		persons		Aronsohn, Eduard Hermann 1914, 1919	
QGJ.v1.Per.02301	Aronsohn, Louis	https://undusting.org/jewish_sources/s/jewish_sources/item/11733	Louis Aronsohn	Q109344				1	QGJ.v1.A0105.I0317.E01968			5420		persons		Aronsohn, Louis 1914	
QGJ.v1.Per.02302	Aronstein, Ph.	https://undusting.org/jewish_sources/s/jewish_sources/item/11734	Aronstein, Ph.					1	QGJ.v1.A0105.I0317.E01968			5420		persons		Aronstein, Ph. 1914	
QGJ.v1.Per.02303	Arzt (Radebeul)	https://undusting.org/jewish_sources/s/jewish_sources/item/11735	Arzt		Radebeul	Radebeul|Sachsen	17431|17509	1	QGJ.v1.A0207.I0673.E04566	1936	1944	8018		persons		Arzt (Radebeul) 4492	Radebeul
QGJ.v1.Per.02304	Asch, Mannheim	https://undusting.org/jewish_sources/s/jewish_sources/item/11736	Asch, Mannheim			Görlitz|Sachsen|Zittau	16797|17509|17863	1	QGJ.v1.A0215.I0697.E04652			8104		persons		Asch, Mannheim 4575	
QGJ.v1.Per.02305	Asch, Max	https://undusting.org/jewish_sources/s/jewish_sources/item/11737	Max Asch	Q110874701				1	QGJ.v1.A0105.I0319.E01973			5425		persons		Asch, Max 1919	
QGJ.v1.Per.02306	Aschard, Jacob	https://undusting.org/jewish_sources/s/jewish_sources/item/11738	Aschard, Jacob			Berlin|Leipzig|Sachsen	16455|17112|17509	1	QGJ.v1.A0196.I0638.E04090			7542		persons		Aschard, Jacob 4013	
QGJ.v1.Per.02307	Ascher, Abraham Jacob	https://undusting.org/jewish_sources/s/jewish_sources/item/11739	Ascher, Abraham Jacob			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03404			6856		persons		Ascher, Abraham Jacob 3327	
QGJ.v1.Per.02308	Ascher, David	https://undusting.org/jewish_sources/s/jewish_sources/item/11740	Ascher, David			Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E06469			9921		persons		Ascher, David 6388	
QGJ.v1.Per.02309	Ascher, Ferdinand	https://undusting.org/jewish_sources/s/jewish_sources/item/11741	Ascher, Ferdinand			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03525			6977		persons		Ascher, Ferdinand 3448	
QGJ.v1.Per.02310	Ascher, Isaac	https://undusting.org/jewish_sources/s/jewish_sources/item/11742	Ascher, Isaac			Mecklenburg-Vorpommern|Schwerin	17192|17599	1	QGJ.v1.A0031.I0110.E00692			4144		persons		Ascher, Isaac 650	
QGJ.v1.Per.02311	Ascher, Jacob Salomon	https://undusting.org/jewish_sources/s/jewish_sources/item/11743	Ascher, Jacob Salomon			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03495	1832	1832	6947		persons		Ascher, Jacob Salomon 3418	
QGJ.v1.Per.02312	Ascher, Juda	https://undusting.org/jewish_sources/s/jewish_sources/item/11744	Ascher, Juda			Bernky (bei Prag)|Leipzig|Prag|Sachsen	16464|17112|17411|17509	1	QGJ.v1.A0196.I0648.E04381			7833		persons		Ascher, Juda 4304	
QGJ.v1.Per.02313	Ascher, Lazarus Jacob	https://undusting.org/jewish_sources/s/jewish_sources/item/11745	Ascher, Lazarus Jacob			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03674			7126		persons		Ascher, Lazarus Jacob 3597	
QGJ.v1.Per.02314	Ascher, Salomon	https://undusting.org/jewish_sources/s/jewish_sources/item/11746	Ascher, Salomon			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03459			6911		persons		Ascher, Salomon 3382	
QGJ.v1.Per.02315	Ascher, Salomon Jacob	https://undusting.org/jewish_sources/s/jewish_sources/item/11747	Ascher, Salomon Jacob			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03549			7001		persons		Ascher, Salomon Jacob 3472	
QGJ.v1.Per.02316	Ascher, Samuel	https://undusting.org/jewish_sources/s/jewish_sources/item/11748	Ascher, Samuel			Hildburghausen|Thüringen	16934|17701	1	QGJ.v1.A0239.I0835.E06576	1765	1765	10028		persons		Ascher, Samuel 6495	
QGJ.v1.Per.02317	Ascher, Simon	https://undusting.org/jewish_sources/s/jewish_sources/item/11749	Simon B Ascher	Q97566253		Hessen|Kühndorf|Schwarza|Steinbach|Stolberg-Wernigerode|Thüringen|Unsleben	16928|17081|17583|17647|17657|17701|17734	5	QGJ.v1.A0239.I0831.E05786|QGJ.v1.A0239.I0831.E05796|QGJ.v1.A0239.I0831.E05852|QGJ.v1.A0239.I0831.E06398|QGJ.v1.A0239.I0831.E06499			9238|9248|9304|9850|9951		persons		Ascher, Simon 5705, 5715, 5771, 6317, 6418	
QGJ.v1.Per.02318	Ascher, Wolf	https://undusting.org/jewish_sources/s/jewish_sources/item/11750	Ascher, Wolf			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03528	1838	1838	6980		persons		Ascher, Wolf 3451	
QGJ.v1.Per.02319	Aschersleben, Levin	https://undusting.org/jewish_sources/s/jewish_sources/item/11751	Aschersleben, Levin			Brandenburg (Land)|Frankfurt/Oder	16512|16719	1	QGJ.v1.A0066.I0205.E01485	1814	1814	4937		persons		Aschersleben, Levin 1437	
QGJ.v1.Per.02320	Ascherson, Paul	https://undusting.org/jewish_sources/s/jewish_sources/item/11752	Paul Friedrich August Ascherson	Q61290				1	QGJ.v1.A0105.I0317.E01967			5419		persons		Ascherson, Paul 1913	
QGJ.v1.Per.02321	Aschor, Wolff	https://undusting.org/jewish_sources/s/jewish_sources/item/11753	Aschor, Wolff			Mecklenburg-Vorpommern|Schwerin	17192|17599	1	QGJ.v1.A0031.I0110.E00625			4077		persons		Aschor, Wolff 583	
QGJ.v1.Per.02322	Aschrott, Siegmund	https://undusting.org/jewish_sources/s/jewish_sources/item/11754	Aschrott, Siegmund					1	QGJ.v1.A0108.I0332.E02162			5614		persons		Aschrott, Siegmund 2108	
QGJ.v1.Per.02323	Asher, Leon	https://undusting.org/jewish_sources/s/jewish_sources/item/11755	Leon Asher	Q1818855		Halle/Saale|Sachsen-Anhalt	16875|17512	1	QGJ.v1.A0168.I0532.E02998			6450		persons		Asher, Leon 2931	
QGJ.v1.Per.02324	Ashkenazy, Max	https://undusting.org/jewish_sources/s/jewish_sources/item/11756	Ashkenazy, Max			Halle/Saale|Sachsen-Anhalt	16875|17512	1	QGJ.v1.A0168.I0532.E02998			6450		persons		Ashkenazy, Max 2931	
QGJ.v1.Per.02325	Atlas, Leon	https://undusting.org/jewish_sources/s/jewish_sources/item/11757	Atlas, Leon			Argentinien|Güstrow|Mecklenburg-Vorpommern	16382|16855|17192	1	QGJ.v1.A0016.I0070.E00302	1936	1936	3754		persons		Atlas, Leon 260	
QGJ.v1.Per.02326	Auerbach (Rabbiner)	https://undusting.org/jewish_sources/s/jewish_sources/item/11758	Auerbach		Rabbiner	Halberstadt|Sachsen-Anhalt	16871|17512	1	QGJ.v1.A0164.I0497.E02942			6394		persons		Auerbach (Rabbiner) 2872	
